HCHO Reading,Location,Current Date,Next Date
6.845485111101992e-05,Nuwara Eliya Proper,2019-03-22,2019-03-23
0.000118457295309225,Nuwara Eliya Proper,2019-03-23,2019-03-24
0.00023370619790838445,Nuwara Eliya Proper,2019-03-24,2019-03-25
5.820339193343703e-05,Nuwara Eliya Proper,2019-03-25,2019-03-26
8.722993536189284e-05,Nuwara Eliya Proper,2019-03-26,2019-03-27
9.746027246583775e-05,Nuwara Eliya Proper,2019-03-27,2019-03-28
0.00016928171811592924,Nuwara Eliya Proper,2019-03-28,2019-03-29
0.00019407019919712423,Nuwara Eliya Proper,2019-03-29,2019-03-30
0.00019995411148601559,Nuwara Eliya Proper,2019-03-30,2019-03-31
0.00010308577695640033,Nuwara Eliya Proper,2019-03-31,2019-04-01
0.00013454945595910712,Nuwara Eliya Proper,2019-04-01,2019-04-02
0.0001449825117530232,Nuwara Eliya Proper,2019-04-02,2019-04-03
0.00014252761028011639,Nuwara Eliya Proper,2019-04-03,2019-04-04
0.00011968426673198348,Nuwara Eliya Proper,2019-04-04,2019-04-05
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-05,2019-04-06
0.00010291671538449099,Nuwara Eliya Proper,2019-04-06,2019-04-07
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-07,2019-04-08
6.757815417269227e-05,Nuwara Eliya Proper,2019-04-08,2019-04-09
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-09,2019-04-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-10,2019-04-11
-3.0204162612790245e-05,Nuwara Eliya Proper,2019-04-11,2019-04-12
0.00014083574622381455,Nuwara Eliya Proper,2019-04-12,2019-04-13
0.000190590748536576,Nuwara Eliya Proper,2019-04-13,2019-04-14
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-14,2019-04-15
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-15,2019-04-16
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-16,2019-04-17
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-17,2019-04-18
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-18,2019-04-19
-5.74071960045633e-05,Nuwara Eliya Proper,2019-04-19,2019-04-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-20,2019-04-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-21,2019-04-22
0.00010249998238354503,Nuwara Eliya Proper,2019-04-22,2019-04-23
0.00017425850069534727,Nuwara Eliya Proper,2019-04-23,2019-04-24
0.0002955116204609203,Nuwara Eliya Proper,2019-04-24,2019-04-25
-4.44070437953798e-05,Nuwara Eliya Proper,2019-04-25,2019-04-26
7.111501928962651e-05,Nuwara Eliya Proper,2019-04-26,2019-04-27
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-27,2019-04-28
0.00010932718781349264,Nuwara Eliya Proper,2019-04-28,2019-04-29
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-29,2019-04-30
8.792586073767327e-05,Nuwara Eliya Proper,2019-04-30,2019-05-01
0.00012033788870732259,Nuwara Eliya Proper,2019-05-01,2019-05-02
0.00013369230311094664,Nuwara Eliya Proper,2019-05-02,2019-05-03
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-03,2019-05-04
7.002533500214887e-05,Nuwara Eliya Proper,2019-05-04,2019-05-05
4.388346007494007e-05,Nuwara Eliya Proper,2019-05-05,2019-05-06
0.0001055412390811,Nuwara Eliya Proper,2019-05-06,2019-05-07
0.00010364625770219014,Nuwara Eliya Proper,2019-05-07,2019-05-08
5.81859056799875e-05,Nuwara Eliya Proper,2019-05-08,2019-05-09
0.00021518632543738106,Nuwara Eliya Proper,2019-05-09,2019-05-10
0.00015207003783571335,Nuwara Eliya Proper,2019-05-10,2019-05-11
8.896596670445717e-05,Nuwara Eliya Proper,2019-05-11,2019-05-12
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-12,2019-05-13
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-13,2019-05-14
0.00027909749522390216,Nuwara Eliya Proper,2019-05-14,2019-05-15
0.00022213622306248675,Nuwara Eliya Proper,2019-05-15,2019-05-16
0.0001343666372122243,Nuwara Eliya Proper,2019-05-16,2019-05-17
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-17,2019-05-18
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-18,2019-05-19
0.00027024393784813583,Nuwara Eliya Proper,2019-05-19,2019-05-20
8.031848961353504e-05,Nuwara Eliya Proper,2019-05-20,2019-05-21
0.00012228738628442584,Nuwara Eliya Proper,2019-05-21,2019-05-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-22,2019-05-23
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-23,2019-05-24
8.792586073767327e-05,Nuwara Eliya Proper,2019-05-24,2019-05-25
-5.063913101987346e-05,Nuwara Eliya Proper,2019-05-25,2019-05-26
3.6341561558326346e-05,Nuwara Eliya Proper,2019-05-26,2019-05-27
0.00011956441095968829,Nuwara Eliya Proper,2019-05-27,2019-05-28
9.84078342114136e-05,Nuwara Eliya Proper,2019-05-28,2019-05-29
0.00013701260839114204,Nuwara Eliya Proper,2019-05-29,2019-05-30
5.092769901518664e-05,Nuwara Eliya Proper,2019-05-30,2019-05-31
0.00030091552677390245,Nuwara Eliya Proper,2019-05-31,2019-06-01
5.587982157832464e-05,Nuwara Eliya Proper,2019-06-01,2019-06-02
3.772535689224513e-05,Nuwara Eliya Proper,2019-06-02,2019-06-03
-1.7709887699493803e-05,Nuwara Eliya Proper,2019-06-03,2019-06-04
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-04,2019-06-05
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-05,2019-06-06
-7.581763929920271e-05,Nuwara Eliya Proper,2019-06-06,2019-06-07
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-07,2019-06-08
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-08,2019-06-09
0.00010429508276484942,Nuwara Eliya Proper,2019-06-09,2019-06-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-10,2019-06-11
8.858704770824554e-05,Nuwara Eliya Proper,2019-06-11,2019-06-12
-1.5747418729006313e-05,Nuwara Eliya Proper,2019-06-12,2019-06-13
0.00019896880257874725,Nuwara Eliya Proper,2019-06-13,2019-06-14
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-14,2019-06-15
6.074488532642667e-05,Nuwara Eliya Proper,2019-06-15,2019-06-16
0.00010121508871509923,Nuwara Eliya Proper,2019-06-16,2019-06-17
8.275653874941797e-05,Nuwara Eliya Proper,2019-06-17,2019-06-18
8.291602308825832e-06,Nuwara Eliya Proper,2019-06-18,2019-06-19
4.317640515599125e-05,Nuwara Eliya Proper,2019-06-19,2019-06-20
9.229919803482012e-05,Nuwara Eliya Proper,2019-06-20,2019-06-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-21,2019-06-22
0.00014793659133745693,Nuwara Eliya Proper,2019-06-22,2019-06-23
6.17899931725921e-05,Nuwara Eliya Proper,2019-06-23,2019-06-24
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-24,2019-06-25
8.792586073767327e-05,Nuwara Eliya Proper,2019-06-25,2019-06-26
0.00013480283300075193,Nuwara Eliya Proper,2019-06-26,2019-06-27
8.074711312637191e-05,Nuwara Eliya Proper,2019-06-27,2019-06-28
0.00012599973617883494,Nuwara Eliya Proper,2019-06-28,2019-06-29
0.00011053869668157227,Nuwara Eliya Proper,2019-06-29,2019-06-30
0.00010861635317171407,Nuwara Eliya Proper,2019-06-30,2019-07-01
5.762188204561666e-05,Nuwara Eliya Proper,2019-07-01,2019-07-02
0.00016234922594866332,Nuwara Eliya Proper,2019-07-02,2019-07-03
0.0001738523006491845,Nuwara Eliya Proper,2019-07-03,2019-07-04
-1.9064508329208183e-05,Nuwara Eliya Proper,2019-07-04,2019-07-05
0.0001177761070948761,Nuwara Eliya Proper,2019-07-05,2019-07-06
0.00013692654808972342,Nuwara Eliya Proper,2019-07-06,2019-07-07
0.00018631865055130357,Nuwara Eliya Proper,2019-07-07,2019-07-08
0.00024779655935001373,Nuwara Eliya Proper,2019-07-08,2019-07-09
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-09,2019-07-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-10,2019-07-11
0.00012923024433062426,Nuwara Eliya Proper,2019-07-11,2019-07-12
0.00011696428002390113,Nuwara Eliya Proper,2019-07-12,2019-07-13
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-13,2019-07-14
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-14,2019-07-15
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-15,2019-07-16
5.911798409791456e-05,Nuwara Eliya Proper,2019-07-16,2019-07-17
3.329885377230573e-05,Nuwara Eliya Proper,2019-07-17,2019-07-18
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-18,2019-07-19
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-19,2019-07-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-20,2019-07-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-21,2019-07-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-22,2019-07-23
9.433908685854997e-05,Nuwara Eliya Proper,2019-07-23,2019-07-24
0.00016593272289239933,Nuwara Eliya Proper,2019-07-24,2019-07-25
8.792586073767327e-05,Nuwara Eliya Proper,2019-07-25,2019-07-26
0.00011847122426213848,Nuwara Eliya Proper,2019-07-26,2019-07-27
0.00011145483952249561,Nuwara Eliya Proper,2019-07-27,2019-07-28
4.1875171933664044e-05,Nuwara Eliya Proper,2019-07-28,2019-07-29
0.00016172422051375518,Nuwara Eliya Proper,2019-07-29,2019-07-30
0.00010801142718667734,Nuwara Eliya Proper,2019-07-30,2019-07-31
7.751671709410368e-05,Nuwara Eliya Proper,2019-07-31,2019-08-01
0.00013297369206530696,Nuwara Eliya Proper,2019-08-01,2019-08-02
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-02,2019-08-03
5.651169903300146e-05,Nuwara Eliya Proper,2019-08-03,2019-08-04
-4.559879989678232e-05,Nuwara Eliya Proper,2019-08-04,2019-08-05
-3.059205259604564e-05,Nuwara Eliya Proper,2019-08-05,2019-08-06
-6.108415254857391e-05,Nuwara Eliya Proper,2019-08-06,2019-08-07
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-07,2019-08-08
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-08,2019-08-09
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-09,2019-08-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-10,2019-08-11
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-11,2019-08-12
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-12,2019-08-13
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-13,2019-08-14
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-14,2019-08-15
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-15,2019-08-16
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-16,2019-08-17
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-17,2019-08-18
3.799505288802035e-05,Nuwara Eliya Proper,2019-08-18,2019-08-19
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-19,2019-08-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-20,2019-08-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-21,2019-08-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-22,2019-08-23
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-23,2019-08-24
-3.316495323904968e-05,Nuwara Eliya Proper,2019-08-24,2019-08-25
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-25,2019-08-26
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-26,2019-08-27
-4.956128894219332e-06,Nuwara Eliya Proper,2019-08-27,2019-08-28
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-28,2019-08-29
8.792586073767327e-05,Nuwara Eliya Proper,2019-08-29,2019-08-30
2.82110260500617e-05,Nuwara Eliya Proper,2019-08-30,2019-08-31
9.445839367563298e-05,Nuwara Eliya Proper,2019-08-31,2019-09-01
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-01,2019-09-02
8.64964669904217e-05,Nuwara Eliya Proper,2019-09-02,2019-09-03
3.3414233799745706e-05,Nuwara Eliya Proper,2019-09-03,2019-09-04
0.0001167298779080935,Nuwara Eliya Proper,2019-09-04,2019-09-05
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-05,2019-09-06
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-06,2019-09-07
4.987681369842603e-05,Nuwara Eliya Proper,2019-09-07,2019-09-08
0.00025938711155939467,Nuwara Eliya Proper,2019-09-08,2019-09-09
8.982164139944275e-05,Nuwara Eliya Proper,2019-09-09,2019-09-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-10,2019-09-11
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-11,2019-09-12
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-12,2019-09-13
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-13,2019-09-14
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-14,2019-09-15
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-15,2019-09-16
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-16,2019-09-17
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-17,2019-09-18
3.6572593671735376e-05,Nuwara Eliya Proper,2019-09-18,2019-09-19
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-19,2019-09-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-20,2019-09-21
4.00684436684202e-05,Nuwara Eliya Proper,2019-09-21,2019-09-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-22,2019-09-23
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-23,2019-09-24
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-24,2019-09-25
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-25,2019-09-26
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-26,2019-09-27
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-27,2019-09-28
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-28,2019-09-29
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-29,2019-09-30
8.792586073767327e-05,Nuwara Eliya Proper,2019-09-30,2019-10-01
0.00010372149396815934,Nuwara Eliya Proper,2019-10-01,2019-10-02
-3.025854347757612e-05,Nuwara Eliya Proper,2019-10-02,2019-10-03
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-03,2019-10-04
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-04,2019-10-05
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-05,2019-10-06
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-06,2019-10-07
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-07,2019-10-08
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-08,2019-10-09
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-09,2019-10-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-10,2019-10-11
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-11,2019-10-12
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-12,2019-10-13
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-13,2019-10-14
2.680059781088767e-05,Nuwara Eliya Proper,2019-10-14,2019-10-15
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-15,2019-10-16
8.089742914307863e-05,Nuwara Eliya Proper,2019-10-16,2019-10-17
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-17,2019-10-18
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-18,2019-10-19
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-19,2019-10-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-20,2019-10-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-21,2019-10-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-22,2019-10-23
0.00021447340259328482,Nuwara Eliya Proper,2019-10-23,2019-10-24
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-24,2019-10-25
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-25,2019-10-26
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-26,2019-10-27
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-27,2019-10-28
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-28,2019-10-29
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-29,2019-10-30
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-30,2019-10-31
8.792586073767327e-05,Nuwara Eliya Proper,2019-10-31,2019-11-01
0.0001060299718198474,Nuwara Eliya Proper,2019-11-01,2019-11-02
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-02,2019-11-03
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-03,2019-11-04
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-04,2019-11-05
-1.4474381941909087e-06,Nuwara Eliya Proper,2019-11-05,2019-11-06
0.00011974925858546075,Nuwara Eliya Proper,2019-11-06,2019-11-07
0.00020194489871581367,Nuwara Eliya Proper,2019-11-07,2019-11-08
0.00018757440931774734,Nuwara Eliya Proper,2019-11-08,2019-11-09
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-09,2019-11-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-10,2019-11-11
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-11,2019-11-12
0.0001796965460638953,Nuwara Eliya Proper,2019-11-12,2019-11-13
4.990433807850961e-05,Nuwara Eliya Proper,2019-11-13,2019-11-14
1.0639170243363802e-05,Nuwara Eliya Proper,2019-11-14,2019-11-15
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-15,2019-11-16
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-16,2019-11-17
-1.8410832318863548e-05,Nuwara Eliya Proper,2019-11-17,2019-11-18
0.0001715080615397697,Nuwara Eliya Proper,2019-11-18,2019-11-19
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-19,2019-11-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-20,2019-11-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-21,2019-11-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-22,2019-11-23
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-23,2019-11-24
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-24,2019-11-25
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-25,2019-11-26
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-26,2019-11-27
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-27,2019-11-28
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-28,2019-11-29
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-29,2019-11-30
8.792586073767327e-05,Nuwara Eliya Proper,2019-11-30,2019-12-01
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-01,2019-12-02
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-02,2019-12-03
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-03,2019-12-04
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-04,2019-12-05
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-05,2019-12-06
6.0601217333582715e-05,Nuwara Eliya Proper,2019-12-06,2019-12-07
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-07,2019-12-08
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-08,2019-12-09
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-09,2019-12-10
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-10,2019-12-11
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-11,2019-12-12
5.144756876329371e-05,Nuwara Eliya Proper,2019-12-12,2019-12-13
-2.2457160532429955e-05,Nuwara Eliya Proper,2019-12-13,2019-12-14
1.5113010024269242e-05,Nuwara Eliya Proper,2019-12-14,2019-12-15
-3.0453460836102283e-07,Nuwara Eliya Proper,2019-12-15,2019-12-16
0.00020593001681845638,Nuwara Eliya Proper,2019-12-16,2019-12-17
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-17,2019-12-18
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-18,2019-12-19
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-19,2019-12-20
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-20,2019-12-21
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-21,2019-12-22
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-22,2019-12-23
2.4497794584021904e-05,Nuwara Eliya Proper,2019-12-23,2019-12-24
5.2385187031481246e-06,Nuwara Eliya Proper,2019-12-24,2019-12-25
-4.433234016269177e-05,Nuwara Eliya Proper,2019-12-25,2019-12-26
8.490988554769745e-05,Nuwara Eliya Proper,2019-12-26,2019-12-27
8.792586073767327e-05,Nuwara Eliya Proper,2019-12-27,2019-12-28
5.037097735972281e-05,Nuwara Eliya Proper,2019-12-28,2019-12-29
0.00019360772674565884,Nuwara Eliya Proper,2019-12-29,2019-12-30
2.837138933940408e-05,Nuwara Eliya Proper,2019-12-30,2019-12-31
1.8020774742708853e-05,Nuwara Eliya Proper,2019-12-31,2020-01-01
8.792586073767327e-05,Nuwara Eliya Proper,2020-01-01,2020-01-02
8.792586073767327e-05,Nuwara Eliya Proper,2020-01-02,2020-01-03
7.971946523881809e-05,Nuwara Eliya Proper,2020-01-03,2020-01-04
